lead_id,segment,lead_source,status,created_at
LEAD-003274,SMB,Security Conference,Opportunity,2024-01-20
LEAD-003275,Mid-Market,Content Download,MQL,2024-07-31
LEAD-003276,SMB,Organic Search,Opportunity,2024-07-20
LEAD-003277,Mid-Market,Compliance Webinar,SQL,2024-07-07
LEAD-003278,SMB,Compliance Webinar,Opportunity,2026-05-01
LEAD-003279,Mid-Market,G2/Capterra Review,SQL,2026-02-07
LEAD-003280,SMB,Partner Referral,SQL,2026-02-05
LEAD-003281,Enterprise,Compliance Webinar,Disqualified,2025-08-09
LEAD-003282,SMB,Organic Search,Opportunity,2025-10-19
LEAD-003283,SMB,G2/Capterra Review,SQL,2024-03-31
LEAD-003284,Mid-Market,,Opportunity,2025-11-29
LEAD-003285,Enterprise,Partner Referral,New,2024-04-23
LEAD-003286,SMB,G2/Capterra Review,New,2026-03-02
LEAD-003287,Mid-Market,Organic Search,MQL,2025-08-04
LEAD-003288,Mid-Market,Paid Search,SQL,2024-08-19
LEAD-003289,SMB,Compliance Webinar,New,2025-03-05
LEAD-003290,Mid-Market,Partner Referral,Opportunity,2026-03-24
LEAD-003291,SMB,Paid Search,Opportunity,2025-12-08
LEAD-003292,SMB,Paid Search,Opportunity,2025-05-20
LEAD-003293,Mid-Market,Paid Search,New,2025-07-11
LEAD-003294,SMB,G2/Capterra Review,Disqualified,2025-11-01
LEAD-003295,Mid-Market,Organic Search,SQL,2024-11-15
LEAD-003296,Mid-Market,Content Download,SQL,2025-06-26
LEAD-003297,Mid-Market,G2/Capterra Review,SQL,2025-02-17
LEAD-003298,Enterprise,Paid Search,SQL,2025-09-27
LEAD-003299,Mid-Market,Partner Referral,MQL,2026-05-15
LEAD-003300,Mid-Market,Compliance Webinar,MQL,2024-12-03
LEAD-003301,SMB,Compliance Webinar,Opportunity,2024-08-02
LEAD-003302,SMB,Organic Search,MQL,2025-08-02
LEAD-003303,Enterprise,Organic Search,MQL,2025-08-28
LEAD-003304,SMB,G2/Capterra Review,New,2025-05-07
LEAD-003305,SMB,Organic Search,SQL,2024-05-18
LEAD-003306,Mid-Market,Organic Search,MQL,2026-05-17
LEAD-003307,Mid-Market,Content Download,New,2026-06-07
LEAD-003308,SMB,Organic Search,New,2026-05-10
LEAD-003309,SMB,Compliance Webinar,MQL,2025-12-14
LEAD-003310,SMB,Partner Referral,Opportunity,2025-06-06
LEAD-003311,SMB,G2/Capterra Review,New,2025-09-11
LEAD-003312,SMB,Organic Search,Disqualified,2024-11-04
LEAD-003313,Mid-Market,Organic Search,SQL,2026-03-12
LEAD-003314,Mid-Market,Compliance Webinar,New,2024-05-01
LEAD-003315,SMB,Paid Search,New,2024-12-09
LEAD-003316,SMB,Paid Search,MQL,2025-11-08
LEAD-003317,SMB,Organic Search,MQL,2024-12-18
LEAD-003318,SMB,Outbound Prospecting,New,2026-01-27
LEAD-003319,SMB,Organic Search,Disqualified,2024-10-16
LEAD-003320,SMB,Organic Search,Opportunity,2025-07-09
LEAD-003321,Mid-Market,Compliance Webinar,MQL,2025-01-02
LEAD-003322,SMB,Compliance Webinar,MQL,2025-09-04
LEAD-003323,SMB,Paid Search,Disqualified,2025-10-05
LEAD-003324,Mid-Market,Outbound Prospecting,MQL,2025-11-10
LEAD-003325,Enterprise,Partner Referral,MQL,2024-10-30
LEAD-003326,Enterprise,Content Download,MQL,2025-04-11
LEAD-003327,SMB,G2/Capterra Review,New,2025-02-18
LEAD-003328,SMB,,MQL,2024-01-24
LEAD-003329,Mid-Market,Organic Search,New,2024-10-08
LEAD-003330,SMB,Partner Referral,Disqualified,2025-06-05
LEAD-003331,Mid-Market,G2/Capterra Review,SQL,2026-03-17
LEAD-003332,Mid-Market,Security Conference,Opportunity,2024-01-06
LEAD-003333,SMB,G2/Capterra Review,MQL,2025-11-19
LEAD-003334,SMB,Organic Search,MQL,2024-01-08
LEAD-003335,SMB,Content Download,New,2024-05-04
LEAD-003336,SMB,Content Download,New,2024-05-31
LEAD-003337,SMB,Content Download,New,2025-04-27
LEAD-003338,SMB,Content Download,MQL,2025-09-12
LEAD-003339,Mid-Market,Compliance Webinar,Disqualified,2024-02-09
LEAD-003340,Mid-Market,Compliance Webinar,MQL,2024-08-21
LEAD-003341,SMB,Organic Search,SQL,2024-12-21
LEAD-003342,Mid-Market,Outbound Prospecting,New,2025-03-29
LEAD-003343,Enterprise,Content Download,SQL,2024-05-14
LEAD-003344,Enterprise,Paid Search,SQL,2024-04-30
LEAD-003345,Mid-Market,Outbound Prospecting,Opportunity,2024-02-11
LEAD-003346,Mid-Market,,SQL,2025-07-07
LEAD-003347,SMB,Organic Search,Disqualified,2025-09-28
LEAD-003348,SMB,Outbound Prospecting,New,2024-12-06
LEAD-003349,Enterprise,Content Download,SQL,2024-04-07
LEAD-003350,Enterprise,Compliance Webinar,New,2026-03-30
LEAD-003351,SMB,Content Download,SQL,2025-10-18
LEAD-003352,SMB,Partner Referral,Disqualified,2024-12-18
LEAD-003353,SMB,Paid Search,SQL,2025-07-25
LEAD-003354,Mid-Market,Organic Search,SQL,2026-04-23
LEAD-003355,Mid-Market,Security Conference,New,2024-09-02
LEAD-003356,Mid-Market,,MQL,2026-04-13
LEAD-003357,SMB,Outbound Prospecting,Opportunity,2026-03-14
LEAD-003358,SMB,,SQL,2026-02-16
LEAD-003359,SMB,Paid Search,Opportunity,2025-03-16
LEAD-003360,Mid-Market,Paid Search,SQL,2024-06-05
LEAD-003361,SMB,G2/Capterra Review,Disqualified,2024-02-19
LEAD-003362,SMB,G2/Capterra Review,MQL,2026-02-13
LEAD-003363,SMB,Security Conference,Opportunity,2024-11-21
LEAD-003364,SMB,G2/Capterra Review,New,2025-11-10
LEAD-003365,Mid-Market,Compliance Webinar,MQL,2024-05-23
LEAD-003366,SMB,Paid Search,MQL,2026-01-10
LEAD-003367,SMB,Content Download,SQL,2024-10-29
LEAD-003368,SMB,Security Conference,Opportunity,2024-07-03
LEAD-003369,SMB,Paid Search,MQL,2024-09-03
LEAD-003370,Mid-Market,Compliance Webinar,New,2024-01-05
LEAD-003371,Mid-Market,Compliance Webinar,New,2024-11-11
LEAD-003372,SMB,Outbound Prospecting,MQL,2025-02-11
LEAD-003373,Mid-Market,Outbound Prospecting,MQL,2024-10-15
LEAD-003374,Mid-Market,Paid Search,MQL,2025-07-30
LEAD-003375,Mid-Market,Paid Search,New,2025-04-08
LEAD-003376,SMB,Partner Referral,New,2026-03-24
LEAD-003377,SMB,Compliance Webinar,MQL,2026-05-18
LEAD-003378,SMB,Content Download,MQL,2024-10-13
LEAD-003379,SMB,Content Download,SQL,2025-12-07
LEAD-003380,Mid-Market,Organic Search,MQL,2024-10-29
LEAD-003381,Enterprise,,SQL,2024-03-30
LEAD-003382,SMB,Content Download,Opportunity,2024-09-03
LEAD-003383,Mid-Market,G2/Capterra Review,MQL,2026-05-29
LEAD-003384,Enterprise,Paid Search,New,2026-04-19
LEAD-003385,SMB,Paid Search,Opportunity,2024-08-24
LEAD-003386,Mid-Market,Paid Search,New,2026-04-21
LEAD-003387,SMB,Content Download,New,2025-11-18
LEAD-003388,Mid-Market,Organic Search,MQL,2024-08-04
LEAD-003389,SMB,Partner Referral,SQL,2025-09-10
LEAD-003390,SMB,Paid Search,SQL,2025-08-18
LEAD-003391,Mid-Market,G2/Capterra Review,New,2026-05-11
LEAD-003392,SMB,Compliance Webinar,SQL,2026-01-27
LEAD-003393,SMB,Compliance Webinar,Disqualified,2025-09-28
LEAD-003394,Mid-Market,Content Download,New,2026-03-09
LEAD-003395,SMB,Partner Referral,New,2025-01-29
LEAD-003396,Mid-Market,Security Conference,MQL,2026-02-25
LEAD-003397,SMB,Outbound Prospecting,MQL,2024-10-21
LEAD-003398,Mid-Market,Security Conference,Disqualified,2025-09-21
LEAD-003399,SMB,Outbound Prospecting,New,2024-04-16
LEAD-003400,Enterprise,Security Conference,Opportunity,2025-03-06
LEAD-003401,Mid-Market,Outbound Prospecting,New,2025-04-27
LEAD-003402,Mid-Market,,New,2025-08-12
LEAD-003403,SMB,Organic Search,Opportunity,2025-05-03
LEAD-003404,SMB,G2/Capterra Review,SQL,2025-10-01
LEAD-003405,SMB,Content Download,New,2025-02-04
LEAD-003406,SMB,Security Conference,Disqualified,2025-05-04
LEAD-003407,Mid-Market,Partner Referral,MQL,2024-07-22
LEAD-003408,Mid-Market,Organic Search,MQL,2024-03-14
LEAD-003409,Mid-Market,G2/Capterra Review,SQL,2024-10-18
LEAD-003410,Mid-Market,Outbound Prospecting,MQL,2024-03-26
LEAD-003411,SMB,Content Download,SQL,2024-02-11
LEAD-003412,SMB,Partner Referral,SQL,2024-09-08
LEAD-003413,Mid-Market,Content Download,SQL,2024-03-15
LEAD-003414,SMB,Compliance Webinar,MQL,2025-10-03
LEAD-003415,SMB,G2/Capterra Review,MQL,2025-05-05
LEAD-003416,Mid-Market,Compliance Webinar,New,2024-07-25
LEAD-003417,Mid-Market,Security Conference,MQL,2024-12-15
LEAD-003418,Enterprise,Content Download,Disqualified,2024-10-08
LEAD-003419,Mid-Market,Paid Search,SQL,2024-06-16
LEAD-003420,Mid-Market,G2/Capterra Review,New,2026-06-05
LEAD-003421,Mid-Market,Partner Referral,Opportunity,2026-04-04
LEAD-003422,SMB,Content Download,Opportunity,2024-12-19
LEAD-003423,SMB,Partner Referral,SQL,2025-11-19
LEAD-003424,SMB,G2/Capterra Review,SQL,2024-09-23
LEAD-003425,SMB,Compliance Webinar,SQL,2024-10-12
LEAD-003426,Mid-Market,Compliance Webinar,SQL,2024-01-23
LEAD-003427,SMB,Content Download,MQL,2025-08-15
LEAD-003428,SMB,G2/Capterra Review,MQL,2024-12-07
LEAD-003429,Mid-Market,Content Download,SQL,2025-03-07
LEAD-003430,Mid-Market,Security Conference,Opportunity,2024-07-02
LEAD-003431,Mid-Market,Partner Referral,Opportunity,2025-09-20
LEAD-003432,SMB,Partner Referral,MQL,2026-06-06
LEAD-003433,SMB,Content Download,SQL,2026-06-08
LEAD-003434,Mid-Market,Outbound Prospecting,SQL,2026-03-17
LEAD-003435,SMB,Security Conference,SQL,2025-12-07
LEAD-003436,Enterprise,Paid Search,New,2025-05-19
LEAD-003437,Mid-Market,Security Conference,Opportunity,2024-04-29
LEAD-003438,Mid-Market,Compliance Webinar,SQL,2024-01-25
LEAD-003439,SMB,Content Download,New,2025-11-27
LEAD-003440,Mid-Market,Content Download,SQL,2025-10-22
LEAD-003441,Mid-Market,Content Download,SQL,2025-12-16
LEAD-003442,Mid-Market,Outbound Prospecting,New,2025-05-14
LEAD-003443,SMB,Security Conference,Disqualified,2025-10-07
LEAD-003444,SMB,Content Download,Opportunity,2026-04-07
LEAD-003445,SMB,Partner Referral,Disqualified,2024-05-21
LEAD-003446,Enterprise,Content Download,Disqualified,2024-02-20
LEAD-003447,Enterprise,Compliance Webinar,MQL,2025-02-01
LEAD-003448,Mid-Market,Partner Referral,New,2025-03-09
LEAD-003449,Mid-Market,G2/Capterra Review,Disqualified,2024-06-19
LEAD-003450,Enterprise,G2/Capterra Review,MQL,2024-03-28
LEAD-003451,Mid-Market,G2/Capterra Review,Disqualified,2025-11-24
LEAD-003452,SMB,Compliance Webinar,Opportunity,2025-09-05
LEAD-003453,SMB,Outbound Prospecting,Opportunity,2026-01-02
LEAD-003454,Mid-Market,Organic Search,SQL,2025-09-28
LEAD-003455,SMB,Organic Search,Opportunity,2025-01-18
LEAD-003456,SMB,Paid Search,New,2024-10-25
LEAD-003457,SMB,Security Conference,MQL,2026-01-02
LEAD-003458,Mid-Market,Paid Search,MQL,2025-06-20
LEAD-003459,Mid-Market,Paid Search,New,2024-03-03
LEAD-003460,SMB,Compliance Webinar,New,2025-01-29
LEAD-003461,Enterprise,Outbound Prospecting,New,2024-12-04
LEAD-003462,SMB,Organic Search,New,2025-05-03
LEAD-003463,SMB,Outbound Prospecting,MQL,2024-02-13
LEAD-003464,Mid-Market,Paid Search,New,2024-11-21
LEAD-003465,SMB,Security Conference,New,2025-04-06
LEAD-003466,SMB,Paid Search,New,2024-02-08
LEAD-003467,SMB,Security Conference,Opportunity,2025-02-18
LEAD-003468,Enterprise,Partner Referral,MQL,2024-04-05
LEAD-003469,SMB,G2/Capterra Review,MQL,2025-03-08
LEAD-003470,SMB,Security Conference,Opportunity,2024-12-30
LEAD-003471,Mid-Market,Partner Referral,SQL,2024-03-08
LEAD-003472,SMB,Paid Search,SQL,2024-12-06
LEAD-003473,Enterprise,Partner Referral,MQL,2025-10-21
LEAD-003474,SMB,Outbound Prospecting,MQL,2024-06-02
LEAD-003475,SMB,Partner Referral,MQL,2024-09-10
LEAD-003476,Mid-Market,Content Download,New,2025-11-06
LEAD-003477,SMB,Security Conference,Opportunity,2024-12-09
LEAD-003478,Mid-Market,Organic Search,SQL,2024-10-01
LEAD-003479,Enterprise,G2/Capterra Review,MQL,2024-08-01
LEAD-003480,SMB,Partner Referral,Disqualified,2024-12-15
LEAD-003481,SMB,Security Conference,New,2025-03-16
LEAD-003482,Mid-Market,Partner Referral,New,2025-01-14
LEAD-003483,Mid-Market,Paid Search,New,2025-06-14
LEAD-003484,SMB,Compliance Webinar,MQL,2024-01-05
LEAD-003485,Mid-Market,Security Conference,Opportunity,2024-01-08
LEAD-003486,SMB,Security Conference,New,2024-01-09
LEAD-003487,Mid-Market,Partner Referral,SQL,2024-06-19
LEAD-003488,Enterprise,Security Conference,MQL,2026-02-12
LEAD-003489,SMB,Compliance Webinar,New,2026-01-20
LEAD-003490,SMB,G2/Capterra Review,New,2024-03-03
LEAD-003491,SMB,Organic Search,New,2024-05-24
LEAD-003492,Mid-Market,Compliance Webinar,New,2024-10-24
LEAD-003493,SMB,Paid Search,MQL,2026-05-19
LEAD-003494,Mid-Market,Security Conference,Opportunity,2025-09-25
LEAD-003495,Mid-Market,G2/Capterra Review,Opportunity,2025-08-19
LEAD-003496,Mid-Market,Organic Search,MQL,2025-03-20
LEAD-003497,SMB,G2/Capterra Review,MQL,2024-10-30
LEAD-003498,SMB,G2/Capterra Review,MQL,2024-10-21
LEAD-003499,Mid-Market,Paid Search,Disqualified,2024-06-04
LEAD-003500,SMB,Compliance Webinar,Opportunity,2025-01-23
LEAD-003501,Mid-Market,Outbound Prospecting,New,2024-07-24
LEAD-003502,Enterprise,Content Download,New,2024-03-18
LEAD-003503,Mid-Market,Partner Referral,Opportunity,2025-04-14
LEAD-003504,SMB,Compliance Webinar,MQL,2024-02-21
LEAD-003505,Mid-Market,Outbound Prospecting,MQL,2024-04-27
LEAD-003506,SMB,Outbound Prospecting,Disqualified,2024-02-14
LEAD-003507,SMB,Content Download,MQL,2024-02-03
LEAD-003508,SMB,Outbound Prospecting,SQL,2025-11-16
LEAD-003509,SMB,Security Conference,Opportunity,2026-06-03
LEAD-003510,Mid-Market,Partner Referral,New,2025-05-27
LEAD-003511,Mid-Market,Outbound Prospecting,MQL,2024-07-10
LEAD-003512,SMB,G2/Capterra Review,MQL,2024-09-15
LEAD-003513,SMB,G2/Capterra Review,Opportunity,2024-10-17
LEAD-003514,Mid-Market,,Opportunity,2024-07-31
LEAD-003515,SMB,Security Conference,Opportunity,2025-02-21
LEAD-003516,SMB,Content Download,SQL,2025-02-06
LEAD-003517,SMB,Compliance Webinar,Opportunity,2024-06-19
LEAD-003518,Enterprise,Security Conference,SQL,2024-02-10
LEAD-003519,Mid-Market,Content Download,Disqualified,2024-02-20
LEAD-003520,SMB,G2/Capterra Review,SQL,2025-08-26
LEAD-003521,SMB,Outbound Prospecting,New,2025-05-22
LEAD-003522,Enterprise,G2/Capterra Review,SQL,2024-02-28
LEAD-003523,Enterprise,Partner Referral,Opportunity,2025-03-06
LEAD-003524,Mid-Market,Partner Referral,MQL,2026-05-02
LEAD-003525,Enterprise,Paid Search,New,2026-01-09
LEAD-003526,SMB,Paid Search,MQL,2024-08-28
LEAD-003527,SMB,Security Conference,SQL,2026-04-08
LEAD-003528,Enterprise,Paid Search,New,2024-08-24
LEAD-003529,SMB,Compliance Webinar,New,2025-09-06
LEAD-003530,Mid-Market,Paid Search,SQL,2024-09-25
LEAD-003531,Mid-Market,Security Conference,MQL,2026-02-27
LEAD-003532,SMB,Content Download,MQL,2025-06-08
LEAD-003533,Mid-Market,Organic Search,New,2025-10-12
LEAD-003534,SMB,Organic Search,MQL,2026-02-18
LEAD-003535,Mid-Market,Security Conference,Opportunity,2026-02-26
LEAD-003536,SMB,Paid Search,Opportunity,2024-08-13
LEAD-003537,SMB,Organic Search,Disqualified,2025-07-15
LEAD-003538,Enterprise,Partner Referral,Disqualified,2025-05-24
LEAD-003539,Enterprise,Security Conference,SQL,2024-05-22
LEAD-003540,SMB,Organic Search,SQL,2025-03-08
LEAD-003541,Mid-Market,Security Conference,Opportunity,2024-12-30
LEAD-003542,Mid-Market,Organic Search,MQL,2025-05-05
LEAD-003543,Mid-Market,Organic Search,MQL,2026-06-09
LEAD-003544,Enterprise,Partner Referral,MQL,2025-07-11
LEAD-003545,SMB,Outbound Prospecting,Disqualified,2025-02-10
LEAD-003546,Enterprise,Content Download,MQL,2025-08-29
LEAD-003547,SMB,G2/Capterra Review,MQL,2026-04-30
LEAD-003548,Mid-Market,Paid Search,MQL,2025-04-03
LEAD-003549,Mid-Market,Organic Search,Opportunity,2024-11-28
LEAD-003550,SMB,Paid Search,MQL,2024-09-04
LEAD-003551,Mid-Market,Organic Search,New,2025-05-03
LEAD-003552,SMB,Content Download,MQL,2026-05-06
LEAD-003553,SMB,Compliance Webinar,Disqualified,2025-07-24
LEAD-003554,SMB,Paid Search,MQL,2025-12-28
LEAD-003555,Enterprise,Compliance Webinar,New,2026-03-10
LEAD-003556,SMB,Security Conference,SQL,2024-03-12
LEAD-003557,Enterprise,Content Download,MQL,2024-12-26
LEAD-003558,Mid-Market,Outbound Prospecting,SQL,2025-03-27
LEAD-003559,SMB,Organic Search,Opportunity,2025-03-14
LEAD-003560,SMB,,SQL,2025-09-09
LEAD-003561,SMB,Compliance Webinar,SQL,2025-06-19
LEAD-003562,Enterprise,Security Conference,MQL,2024-02-20
LEAD-003563,Mid-Market,Paid Search,SQL,2024-01-19
LEAD-003564,SMB,,MQL,2025-10-21
LEAD-003565,SMB,Paid Search,MQL,2026-02-11
LEAD-003566,Enterprise,G2/Capterra Review,MQL,2024-06-01
LEAD-003567,Enterprise,Content Download,New,2025-09-11
LEAD-003568,SMB,,SQL,2024-06-21
LEAD-003569,Enterprise,Paid Search,SQL,2024-07-19
LEAD-003570,SMB,Content Download,SQL,2025-01-29
LEAD-003571,Mid-Market,G2/Capterra Review,New,2025-08-10
LEAD-003572,SMB,Partner Referral,SQL,2025-10-12
LEAD-003573,SMB,Paid Search,SQL,2026-03-11
LEAD-003574,Mid-Market,Compliance Webinar,New,2025-09-03
LEAD-003575,SMB,G2/Capterra Review,SQL,2024-09-18
LEAD-003576,SMB,G2/Capterra Review,MQL,2024-08-01
LEAD-003577,SMB,Compliance Webinar,New,2024-09-17
LEAD-003578,SMB,Organic Search,New,2025-07-16
LEAD-003579,Enterprise,G2/Capterra Review,New,2024-07-22
LEAD-003580,Mid-Market,Compliance Webinar,MQL,2025-07-29
LEAD-003581,Mid-Market,Partner Referral,SQL,2025-11-01
LEAD-003582,SMB,G2/Capterra Review,SQL,2026-05-02
LEAD-003583,SMB,G2/Capterra Review,Opportunity,2025-06-14
LEAD-003584,SMB,Content Download,Disqualified,2025-04-16
LEAD-003585,SMB,Security Conference,Disqualified,2025-09-15
LEAD-003586,SMB,Content Download,SQL,2026-02-28
LEAD-003587,Mid-Market,Partner Referral,SQL,2024-11-03
LEAD-003588,SMB,G2/Capterra Review,Opportunity,2026-06-06
LEAD-003589,SMB,Outbound Prospecting,Disqualified,2024-11-08
LEAD-003590,SMB,Paid Search,MQL,2025-09-02
LEAD-003591,SMB,Compliance Webinar,MQL,2026-04-22
LEAD-003592,SMB,Security Conference,New,2026-02-15
LEAD-003593,Mid-Market,Partner Referral,SQL,2025-04-02
LEAD-003594,SMB,Security Conference,Opportunity,2025-08-27
LEAD-003595,SMB,Outbound Prospecting,SQL,2024-01-05
LEAD-003596,SMB,Paid Search,New,2025-07-26
LEAD-003597,Enterprise,Organic Search,New,2025-12-06
LEAD-003598,Mid-Market,Paid Search,New,2025-11-04
LEAD-003599,SMB,Organic Search,MQL,2024-03-07
LEAD-003600,SMB,Security Conference,SQL,2025-12-04
LEAD-003601,Mid-Market,Partner Referral,Opportunity,2025-09-27
LEAD-003602,Mid-Market,Outbound Prospecting,New,2026-01-12
LEAD-003603,Enterprise,Organic Search,New,2025-08-12
LEAD-003604,SMB,Content Download,MQL,2025-04-16
LEAD-003605,Mid-Market,Content Download,MQL,2025-01-24
LEAD-003606,Enterprise,Outbound Prospecting,New,2025-01-07
LEAD-003607,SMB,Partner Referral,SQL,2024-12-22
LEAD-003608,SMB,Organic Search,New,2024-02-11
LEAD-003609,Mid-Market,Organic Search,MQL,2024-03-21
LEAD-003610,SMB,Compliance Webinar,MQL,2026-02-12
LEAD-003611,Mid-Market,Security Conference,SQL,2025-03-03
LEAD-003612,SMB,Content Download,MQL,2025-04-11
LEAD-003613,SMB,Security Conference,MQL,2026-05-13
LEAD-003614,SMB,Organic Search,SQL,2025-01-18
LEAD-003615,Enterprise,Content Download,SQL,2024-04-13
LEAD-003616,SMB,G2/Capterra Review,Disqualified,2024-05-01
LEAD-003617,SMB,,MQL,2025-09-28
LEAD-003618,Enterprise,G2/Capterra Review,MQL,2026-05-02
LEAD-003619,SMB,Paid Search,SQL,2025-09-25
LEAD-003620,Mid-Market,Organic Search,MQL,2024-03-01
LEAD-003621,SMB,Paid Search,SQL,2026-04-21
LEAD-003622,Mid-Market,Content Download,Opportunity,2025-11-24
LEAD-003623,Mid-Market,G2/Capterra Review,MQL,2024-04-12
LEAD-003624,Enterprise,Partner Referral,New,2026-03-05
LEAD-003625,SMB,Paid Search,MQL,2024-04-02
LEAD-003626,Mid-Market,Content Download,New,2026-04-15
LEAD-003627,SMB,Compliance Webinar,MQL,2024-05-28
LEAD-003628,Mid-Market,Partner Referral,New,2025-04-27
LEAD-003629,SMB,Outbound Prospecting,MQL,2025-09-12
LEAD-003630,Mid-Market,Organic Search,SQL,2024-01-25
LEAD-003631,Mid-Market,Compliance Webinar,New,2026-05-21
LEAD-003632,Mid-Market,Compliance Webinar,New,2025-01-16
LEAD-003633,SMB,Organic Search,Opportunity,2026-05-26
LEAD-003634,SMB,Security Conference,SQL,2024-04-19
LEAD-003635,SMB,G2/Capterra Review,New,2025-11-20
LEAD-003636,Enterprise,Content Download,New,2024-12-13
LEAD-003637,Mid-Market,Security Conference,New,2024-04-24
LEAD-003638,Mid-Market,Content Download,SQL,2024-02-24
LEAD-003639,Mid-Market,Security Conference,New,2024-06-09
LEAD-003640,SMB,Partner Referral,MQL,2026-03-16
LEAD-003641,SMB,Partner Referral,Opportunity,2025-05-10
LEAD-003642,SMB,Paid Search,MQL,2025-11-29
LEAD-003643,SMB,Paid Search,MQL,2026-05-20
LEAD-003644,Mid-Market,Organic Search,MQL,2024-09-17
LEAD-003645,SMB,Paid Search,Disqualified,2024-01-07
LEAD-003646,SMB,G2/Capterra Review,SQL,2025-07-27
LEAD-003647,SMB,Paid Search,Opportunity,2024-11-13
LEAD-003648,Mid-Market,Paid Search,New,2025-02-13
LEAD-003649,SMB,G2/Capterra Review,Disqualified,2024-02-18
LEAD-003650,SMB,Partner Referral,MQL,2025-04-15
LEAD-003651,Mid-Market,Compliance Webinar,SQL,2026-01-10
LEAD-003652,SMB,G2/Capterra Review,MQL,2024-03-18
LEAD-003653,Enterprise,Content Download,MQL,2026-06-11
LEAD-003654,Mid-Market,Organic Search,New,2024-03-02
LEAD-003655,SMB,,New,2024-08-28
LEAD-003656,SMB,Content Download,MQL,2024-02-02
LEAD-003657,Mid-Market,Partner Referral,SQL,2026-02-09
LEAD-003658,Mid-Market,Organic Search,SQL,2024-08-15
LEAD-003659,SMB,Paid Search,New,2025-11-14
LEAD-003660,Mid-Market,Security Conference,Opportunity,2025-09-06
LEAD-003661,SMB,Compliance Webinar,SQL,2024-07-07
LEAD-003662,SMB,Paid Search,MQL,2025-12-16
LEAD-003663,Mid-Market,Paid Search,Opportunity,2025-04-12
LEAD-003664,SMB,Partner Referral,MQL,2026-03-24
