opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-001779,LEAD-004211,ACC-01514,REP-0011,SMB,Security Conference,SOC2 Starter,Closed Lost,1540.78,2024-03-31,2024-04-29
OPP-001780,LEAD-004212,ACC-00291,REP-0021,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1395.47,2024-02-16,2024-03-02
OPP-001781,LEAD-004215,ACC-00708,REP-0040,SMB,Content Download,SOC2 Starter,Closed Won,1096.49,2024-01-02,2024-01-19
OPP-001782,LEAD-004216,ACC-00516,REP-0009,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1142.66,2024-10-24,2024-11-26
OPP-001783,LEAD-004217,ACC-01351,REP-0030,SMB,Partner Referral,SOC2 Starter,Closed Lost,1288.78,2024-10-16,2024-11-12
OPP-001784,LEAD-004218,ACC-00256,REP-0013,SMB,Partner Referral,SOC2 Starter,Closed Won,1068.65,2024-01-30,2024-02-10
OPP-001785,LEAD-004222,ACC-00423,REP-0040,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1440.2,2025-01-23,2025-02-19
OPP-001786,LEAD-004224,ACC-00851,REP-0029,SMB,Security Conference,SOC2 Starter,Closed Lost,1269.61,2024-11-07,2024-11-27
OPP-001787,LEAD-004226,ACC-00630,REP-0034,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,5556.82,2026-02-07,2026-03-10
OPP-001788,LEAD-004227,ACC-00400,REP-0040,SMB,Paid Search,SOC2 Starter,Closed Lost,1181.61,2024-08-02,2024-08-10
OPP-001789,LEAD-004230,ACC-00886,REP-0015,SMB,Security Conference,SOC2 Starter,Closed Lost,1245.41,2024-09-04,2024-09-12
OPP-001790,LEAD-004232,ACC-01776,REP-0029,SMB,Content Download,SOC2 Starter,Closed Lost,1361.69,2024-10-16,2024-11-05
OPP-001791,LEAD-004234,ACC-01623,REP-0039,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,5729.96,2024-10-24,2024-12-24
OPP-001792,LEAD-004235,ACC-01306,REP-0003,SMB,Paid Search,SOC2 Starter,Closed Lost,1551.35,2024-10-29,2024-11-13
OPP-001793,LEAD-004237,ACC-00610,REP-0039,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,3183.82,2025-10-08,2025-12-22
OPP-001794,LEAD-004239,ACC-01739,REP-0017,SMB,Partner Referral,SOC2 Starter,Closed Lost,1272.6,2024-09-11,2024-10-11
OPP-001795,LEAD-004241,ACC-01469,REP-0008,SMB,Content Download,SOC2 Starter,Closed Lost,1263.11,2024-08-19,2024-09-02
OPP-001796,LEAD-004242,ACC-00706,REP-0013,Enterprise,Security Conference,Enterprise Multi-Framework,Closed Lost,6144.8,2024-04-18,2024-08-15
OPP-001797,LEAD-004244,ACC-01726,REP-0012,SMB,Security Conference,SOC2 Starter,Closed Lost,1098.85,2025-06-18,2025-07-11
OPP-001798,LEAD-004247,ACC-01604,REP-0012,SMB,Partner Referral,SOC2 Starter,Closed Lost,1193.02,2025-01-16,2025-02-06
OPP-001799,LEAD-004248,ACC-01549,REP-0035,SMB,Security Conference,SOC2 Starter,Closed Lost,1184.76,2024-04-14,2024-05-11
OPP-001800,LEAD-004249,ACC-01217,REP-0019,SMB,Organic Search,SOC2 Starter,Closed Lost,1168.57,2026-01-24,2026-02-13
OPP-001801,LEAD-004252,ACC-00121,REP-0013,SMB,Organic Search,SOC2 Starter,Closed Won,1367.33,2024-05-10,2024-06-09
OPP-001802,LEAD-004253,ACC-01741,REP-0020,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1479.62,2025-09-20,2025-10-04
OPP-001803,LEAD-004254,ACC-01154,REP-0019,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1112.99,2024-11-30,2024-12-18
OPP-001804,LEAD-004255,ACC-00441,REP-0009,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1410.55,2026-04-09,2026-04-23
OPP-001805,LEAD-004257,ACC-00448,REP-0023,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1552.36,2025-07-03,2025-07-22
OPP-001806,LEAD-004260,ACC-01586,REP-0034,Enterprise,Organic Search,SOC2 + ISO 27001,Closed Lost,3350.66,2024-06-05,2024-11-09
OPP-001807,LEAD-004261,ACC-01374,REP-0024,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1378.85,2024-09-26,2024-10-12
OPP-001808,LEAD-004262,ACC-01613,REP-0015,Mid-Market,Partner Referral,SOC2 Starter,Closed Won,1145.69,2025-01-27,2025-03-27
OPP-001809,LEAD-004264,ACC-01302,REP-0030,Enterprise,Organic Search,SOC2 Starter,Closed Lost,1506.11,2026-04-03,2026-06-11
OPP-001810,LEAD-004265,ACC-01377,REP-0030,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1082.21,2025-01-22,2025-02-11
OPP-001811,LEAD-004266,ACC-00162,REP-0023,Enterprise,Content Download,SOC2 + ISO 27001,Closed Won,3435.54,2025-02-23,2025-06-30
OPP-001812,LEAD-004272,ACC-00434,REP-0005,SMB,Paid Search,SOC2 Starter,Closed Won,1316.36,2024-02-18,2024-03-07
OPP-001813,LEAD-004275,ACC-00232,REP-0023,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,2805.73,2024-11-18,2025-01-06
OPP-001814,LEAD-004281,ACC-01182,REP-0005,SMB,Content Download,SOC2 Starter,Closed Lost,1495.46,2024-11-03,2024-11-22
OPP-001815,LEAD-004289,ACC-00747,REP-0002,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1085.21,2026-04-15,2026-06-02
OPP-001816,LEAD-004292,ACC-01644,REP-0024,Enterprise,,Enterprise Multi-Framework,Closed Lost,7951.17,2024-03-14,2024-08-04
OPP-001817,LEAD-004293,ACC-00128,REP-0002,SMB,Partner Referral,SOC2 Starter,Closed Won,1139.32,2024-11-13,2024-12-10
OPP-001818,LEAD-004294,ACC-00073,REP-0009,Mid-Market,Partner Referral,SOC2 Starter,Closed Won,1385.76,2025-03-30,2025-05-20
OPP-001819,LEAD-004295,ACC-00688,REP-0026,SMB,Organic Search,SOC2 Starter,Closed Lost,1243.06,2024-04-19,2024-05-14
OPP-001820,LEAD-004296,ACC-00387,REP-0036,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3468.02,2024-10-11,2024-12-23
OPP-001821,LEAD-004297,ACC-00338,REP-0026,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Won,5818.84,2024-10-27,2024-12-12
OPP-001822,LEAD-004300,ACC-00634,REP-0016,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1484.16,2025-01-18,2025-03-26
OPP-001823,LEAD-004302,ACC-01031,REP-0031,Mid-Market,Partner Referral,SOC2 Starter,Closed Won,1253.21,2024-01-02,2024-02-08
OPP-001824,LEAD-004304,ACC-00598,REP-0009,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,8434.88,2024-08-07,2024-09-10
OPP-001825,LEAD-004305,ACC-00527,REP-0025,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Won,6115.2,2025-10-25,2025-12-02
OPP-001826,LEAD-004307,ACC-01491,REP-0033,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,7643.32,2025-06-02,2025-06-26
OPP-001827,LEAD-004308,ACC-01415,REP-0035,SMB,Content Download,SOC2 Starter,Closed Lost,1187.74,2026-02-03,2026-03-05
OPP-001828,LEAD-004309,ACC-00105,REP-0023,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1321.13,2024-12-03,2025-01-10
OPP-001829,LEAD-004310,ACC-01196,REP-0019,Enterprise,Partner Referral,Enterprise Multi-Framework,Closed Lost,6941.64,2025-05-05,2025-07-21
OPP-001830,LEAD-004313,ACC-01687,REP-0011,Enterprise,Security Conference,SOC2 + ISO 27001,Closed Lost,3529.74,2024-02-04,2024-05-16
OPP-001831,LEAD-004317,ACC-01139,REP-0038,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2808.23,2024-09-26,2024-10-27
OPP-001832,LEAD-004322,ACC-01418,REP-0019,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1085.94,2025-02-11,2025-04-18
OPP-001833,LEAD-004328,ACC-00020,REP-0008,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1083.96,2026-02-03,2026-02-19
OPP-001834,LEAD-004330,ACC-01559,REP-0031,SMB,Content Download,SOC2 Starter,Closed Lost,1220.75,2026-05-24,2026-06-14
OPP-001835,LEAD-004331,ACC-01159,REP-0003,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1315.05,2026-02-21,2026-03-23
OPP-001836,LEAD-004333,ACC-00788,REP-0009,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1443.88,2025-05-20,2025-06-19
OPP-001837,LEAD-004334,ACC-00486,REP-0037,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7967.49,2025-02-26,2025-05-08
OPP-001838,LEAD-004335,ACC-00067,REP-0009,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1341.22,2024-03-12,2024-04-23
OPP-001839,LEAD-004336,ACC-01763,REP-0012,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,3441.76,2025-06-27,2025-08-09
OPP-001840,LEAD-004338,ACC-00999,REP-0014,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1188.19,2025-01-28,2025-02-07
OPP-001841,LEAD-004339,ACC-01088,REP-0032,SMB,Partner Referral,SOC2 Starter,Closed Lost,1418.57,2025-02-27,2025-03-07
OPP-001842,LEAD-004340,ACC-00240,REP-0005,SMB,Organic Search,SOC2 Starter,Closed Lost,1380.2,2024-09-01,2024-09-22
OPP-001843,LEAD-004343,ACC-00748,REP-0036,SMB,Organic Search,SOC2 Starter,Closed Lost,1469.45,2025-11-05,2025-11-18
OPP-001844,LEAD-004345,ACC-01295,REP-0012,Enterprise,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,6428.9,2024-06-28,2024-09-07
OPP-001845,LEAD-004346,ACC-00452,REP-0036,SMB,Partner Referral,SOC2 Starter,Closed Won,1523.18,2026-05-16,2026-06-07
OPP-001846,LEAD-004347,ACC-00474,REP-0021,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,7481.96,2024-07-09,2024-09-05
OPP-001847,LEAD-004348,ACC-01395,REP-0038,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1463.28,2025-12-01,2025-12-10
OPP-001848,LEAD-004349,ACC-01103,REP-0012,SMB,Partner Referral,SOC2 Starter,Closed Lost,1281.31,2025-03-15,2025-04-01
OPP-001849,LEAD-004353,ACC-01252,REP-0028,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1252.45,2025-11-06,2025-12-08
OPP-001850,LEAD-004354,ACC-01572,REP-0010,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,6755.54,2025-12-16,2026-02-15
OPP-001851,LEAD-004356,ACC-01093,REP-0031,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1274.94,2024-01-17,2024-02-10
OPP-001852,LEAD-004357,ACC-00677,REP-0007,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1045.46,2025-04-24,2025-05-28
OPP-001853,LEAD-004362,ACC-01209,REP-0029,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Lost,3156.11,2025-05-15,2025-07-18
OPP-001854,LEAD-004363,ACC-00213,REP-0009,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,6682.67,2025-10-20,2025-12-13
OPP-001855,LEAD-004364,ACC-00676,REP-0037,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6216.98,2024-03-28,2024-05-05
OPP-001856,LEAD-004365,ACC-00204,REP-0006,SMB,Security Conference,SOC2 Starter,Closed Lost,1402.06,2025-04-11,2025-04-20
OPP-001857,LEAD-004374,ACC-00651,REP-0020,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1073.67,2024-12-23,2025-01-22
OPP-001858,LEAD-004376,ACC-00085,REP-0026,SMB,Paid Search,SOC2 Starter,Closed Lost,1406.51,2025-04-26,2025-05-25
OPP-001859,LEAD-004378,ACC-01537,REP-0027,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,5883.04,2025-02-09,2025-03-11
OPP-001860,LEAD-004379,ACC-00667,REP-0011,SMB,Content Download,SOC2 Starter,Closed Won,1462.34,2024-12-27,2025-01-07
OPP-001861,LEAD-004381,ACC-00818,REP-0006,SMB,Organic Search,SOC2 Starter,Closed Won,1257.72,2026-02-26,2026-03-11
OPP-001862,LEAD-004385,ACC-01663,REP-0016,SMB,Paid Search,SOC2 Starter,Closed Won,1381.89,2024-10-05,2024-10-31
OPP-001863,LEAD-004387,ACC-01047,REP-0019,SMB,Organic Search,SOC2 Starter,Closed Lost,1489.67,2024-05-24,2024-06-21
OPP-001864,LEAD-004388,ACC-00061,REP-0001,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7757.67,2025-03-01,2025-05-01
OPP-001865,LEAD-004390,ACC-00924,REP-0032,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1178.49,2025-11-23,2025-12-15
OPP-001866,LEAD-004393,ACC-00861,REP-0023,SMB,,SOC2 Starter,Closed Won,1152.02,2025-12-03,2025-12-13
OPP-001867,LEAD-004394,ACC-01552,REP-0012,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1499.99,2024-01-29,2024-02-16
OPP-001868,LEAD-004398,ACC-01446,REP-0028,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2963.8,2025-03-01,2025-03-23
OPP-001869,LEAD-004400,ACC-01036,REP-0025,SMB,Content Download,SOC2 Starter,Closed Lost,1051.51,2024-05-16,2024-06-04
OPP-001870,LEAD-004402,ACC-01695,REP-0022,Enterprise,Security Conference,SOC2 + ISO 27001,Closed Lost,2917.71,2024-10-04,2025-03-05
OPP-001871,LEAD-004404,ACC-00792,REP-0037,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Won,3276.91,2024-04-19,2024-06-21
OPP-001872,LEAD-004405,ACC-00874,REP-0006,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1221.12,2024-11-23,2024-12-01
OPP-001873,LEAD-004406,ACC-01761,REP-0014,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1288.08,2025-12-22,2026-01-02
OPP-001874,LEAD-004408,ACC-01773,REP-0007,SMB,,SOC2 Starter,Closed Won,1383.14,2025-01-02,2025-01-29
OPP-001875,LEAD-004409,ACC-00029,REP-0017,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7993.08,2024-04-30,2024-06-25
OPP-001876,LEAD-004412,ACC-00652,REP-0038,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1056.32,2025-11-07,2025-11-26
OPP-001877,LEAD-004419,ACC-01352,REP-0010,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Won,6158.94,2024-02-09,2024-04-01
OPP-001878,LEAD-004420,ACC-01130,REP-0008,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,7399.73,2024-06-20,2024-07-23
OPP-001879,LEAD-004425,ACC-00977,REP-0006,SMB,Organic Search,SOC2 Starter,Closed Lost,1455.66,2026-01-18,2026-02-12
OPP-001880,LEAD-004426,ACC-01145,REP-0007,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1072.01,2025-08-31,2025-10-24
OPP-001881,LEAD-004427,ACC-00681,REP-0001,SMB,Organic Search,SOC2 Starter,Closed Lost,1271.29,2025-12-13,2025-12-23
OPP-001882,LEAD-004428,ACC-00742,REP-0030,SMB,Paid Search,SOC2 Starter,Closed Won,1037.27,2024-08-13,2024-09-02
OPP-001883,LEAD-004429,ACC-01065,REP-0028,SMB,Security Conference,SOC2 Starter,Closed Lost,1424.68,2025-11-23,2025-12-22
OPP-001884,LEAD-004432,ACC-00259,REP-0027,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2542.16,2025-12-14,2026-01-22
OPP-001885,LEAD-004433,ACC-01062,REP-0040,SMB,Paid Search,SOC2 Starter,Closed Won,1449.84,2025-05-23,2025-06-06
OPP-001886,LEAD-004434,ACC-01708,REP-0026,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3574.63,2025-12-01,2026-01-11
OPP-001887,LEAD-004435,ACC-00412,REP-0005,Enterprise,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3515.1,2024-04-22,2024-10-07
OPP-001888,LEAD-004441,ACC-01167,REP-0016,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1544.56,2026-06-01,2026-06-11
OPP-001889,LEAD-004444,ACC-01524,REP-0032,SMB,Partner Referral,SOC2 Starter,Closed Won,1452.82,2025-03-02,2025-03-30
OPP-001890,LEAD-004446,ACC-00702,REP-0040,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1053.81,2025-12-11,2025-12-25
OPP-001891,LEAD-004447,ACC-01765,REP-0034,SMB,Security Conference,SOC2 Starter,Closed Lost,1248.88,2025-12-04,2025-12-15
OPP-001892,LEAD-004448,ACC-01586,REP-0022,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,2593.58,2025-12-03,2026-01-16
OPP-001893,LEAD-004455,ACC-00196,REP-0022,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1112.96,2025-04-06,2025-04-21
OPP-001894,LEAD-004458,ACC-00191,REP-0013,SMB,Paid Search,SOC2 Starter,Closed Lost,1032.69,2024-11-17,2024-12-03
OPP-001895,LEAD-004459,ACC-00414,REP-0019,SMB,Security Conference,SOC2 Starter,Closed Lost,1555.53,2024-06-01,2024-06-20
OPP-001896,LEAD-004462,ACC-00852,REP-0033,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6390.14,2024-06-12,2024-07-22
OPP-001897,LEAD-004463,ACC-01434,REP-0021,SMB,Partner Referral,SOC2 Starter,Closed Lost,1082.05,2025-10-12,2025-10-28
OPP-001898,LEAD-004464,ACC-01736,REP-0032,SMB,Paid Search,SOC2 Starter,Closed Lost,1077.1,2025-03-24,2025-04-06
OPP-001899,LEAD-004465,ACC-00261,REP-0022,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2732.16,2024-06-02,2024-07-24
OPP-001900,LEAD-004466,ACC-00082,REP-0023,Enterprise,Partner Referral,SOC2 Starter,Closed Won,1132.32,2025-01-08,2025-06-15
OPP-001901,LEAD-004471,ACC-01565,REP-0025,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2787.25,2025-10-23,2025-11-15
OPP-001902,LEAD-004472,ACC-00857,REP-0040,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1314.58,2026-01-10,2026-02-04
OPP-001903,LEAD-004473,ACC-01617,REP-0018,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1186.28,2024-01-30,2024-03-20
OPP-001904,LEAD-004475,ACC-00339,REP-0022,Enterprise,Content Download,Enterprise Multi-Framework,Closed Lost,8222.26,2025-07-30,2025-12-19
OPP-001905,LEAD-004480,ACC-01591,REP-0016,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1248.92,2025-09-05,2025-09-20
OPP-001906,LEAD-004481,ACC-01591,REP-0030,SMB,Content Download,SOC2 Starter,Closed Lost,1546.15,2026-01-15,2026-01-26
OPP-001907,LEAD-004482,ACC-00913,REP-0027,SMB,Partner Referral,SOC2 Starter,Closed Lost,1532.59,2026-04-17,2026-05-06
OPP-001908,LEAD-004483,ACC-01584,REP-0003,SMB,Organic Search,SOC2 Starter,Closed Lost,1488.19,2025-01-21,2025-02-10
OPP-001909,LEAD-004486,ACC-01243,REP-0015,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,2952.22,2025-10-30,2025-12-13
OPP-001910,LEAD-004490,ACC-00638,REP-0007,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7159.15,2024-06-20,2024-09-03
OPP-001911,LEAD-004491,ACC-00416,REP-0038,SMB,Paid Search,SOC2 Starter,Closed Lost,1080.46,2025-12-21,2026-01-12
OPP-001912,LEAD-004493,ACC-00381,REP-0004,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1168.7,2025-10-24,2025-10-31
OPP-001913,LEAD-004500,ACC-01275,REP-0016,SMB,Security Conference,SOC2 Starter,Closed Lost,1277.77,2024-11-09,2024-11-26
OPP-001914,LEAD-004501,ACC-01402,REP-0008,SMB,Paid Search,SOC2 Starter,Closed Lost,1093.01,2026-03-26,2026-04-17
OPP-001915,LEAD-004505,ACC-00109,REP-0014,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1233.07,2025-06-11,2025-06-20
OPP-001916,LEAD-004507,ACC-00893,REP-0024,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1276.44,2025-08-14,2025-08-24
OPP-001917,LEAD-004509,ACC-01620,REP-0033,Enterprise,Content Download,SOC2 + ISO 27001,Closed Lost,3042.7,2024-05-16,2024-11-07
OPP-001918,LEAD-004511,ACC-01049,REP-0020,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1411.68,2025-09-10,2025-09-28
OPP-001919,LEAD-004512,ACC-01269,REP-0023,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1073.43,2024-01-03,2024-01-24
OPP-001920,LEAD-004515,ACC-01790,REP-0039,SMB,Security Conference,SOC2 Starter,Closed Lost,1475.01,2024-02-26,2024-03-06
OPP-001921,LEAD-004521,ACC-00854,REP-0005,Mid-Market,,SOC2 + ISO 27001,Closed Won,3122.02,2024-02-19,2024-05-04
OPP-001922,LEAD-004522,ACC-00363,REP-0015,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1072.07,2026-02-19,2026-03-18
OPP-001923,LEAD-004523,ACC-01104,REP-0014,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Lost,2874.53,2024-02-03,2024-06-05
OPP-001924,LEAD-004524,ACC-01755,REP-0028,SMB,Content Download,SOC2 Starter,Closed Lost,1182.9,2025-01-08,2025-02-01
OPP-001925,LEAD-004526,ACC-00037,REP-0002,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,2456.19,2025-03-08,2025-04-08
OPP-001926,LEAD-004527,ACC-00468,REP-0004,SMB,Security Conference,SOC2 Starter,Closed Won,1167.19,2026-02-17,2026-03-06
OPP-001927,LEAD-004529,ACC-00345,REP-0003,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1559.16,2024-10-15,2024-12-02
OPP-001928,LEAD-004531,ACC-00457,REP-0014,SMB,Paid Search,SOC2 Starter,Closed Lost,1344.1,2026-05-21,2026-06-07
OPP-001929,LEAD-004533,ACC-00976,REP-0028,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6746.43,2025-02-08,2025-03-15
OPP-001930,LEAD-004535,ACC-01412,REP-0005,Enterprise,Paid Search,Enterprise Multi-Framework,Closed Lost,7513.15,2025-05-23,2025-08-25
OPP-001931,LEAD-004537,ACC-00338,REP-0038,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1131.24,2025-06-05,2025-06-27
OPP-001932,LEAD-004538,ACC-00869,REP-0035,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1425.57,2024-02-29,2024-03-21
OPP-001933,LEAD-004542,ACC-00919,REP-0027,SMB,Content Download,SOC2 Starter,Closed Won,1363.81,2024-04-21,2024-05-13
OPP-001934,LEAD-004544,ACC-01756,REP-0013,SMB,Organic Search,SOC2 Starter,Closed Lost,1425.33,2025-11-24,2025-12-11
OPP-001935,LEAD-004545,ACC-00575,REP-0015,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1379.18,2024-03-19,2024-03-29
OPP-001936,LEAD-004547,ACC-01049,REP-0013,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7210.92,2024-10-08,2024-11-16
OPP-001937,LEAD-004548,ACC-01201,REP-0024,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1037.22,2024-06-08,2024-07-02
OPP-001938,LEAD-004551,ACC-01569,REP-0022,SMB,Content Download,SOC2 Starter,Closed Won,1440.5,2025-05-10,2025-06-04
OPP-001939,LEAD-004555,ACC-01777,REP-0012,SMB,Partner Referral,SOC2 Starter,Closed Lost,1136.06,2025-05-08,2025-05-23
OPP-001940,LEAD-004556,ACC-01468,REP-0017,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1137.57,2024-07-03,2024-08-07
OPP-001941,LEAD-004560,ACC-00419,REP-0020,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,6811.5,2025-04-17,2025-05-16
OPP-001942,LEAD-004562,ACC-01643,REP-0033,Enterprise,Compliance Webinar,SOC2 Starter,Closed Lost,1476.32,2024-01-05,2024-06-24
OPP-001943,LEAD-004563,ACC-01556,REP-0031,SMB,Content Download,SOC2 Starter,Closed Lost,1459.88,2025-12-09,2025-12-31
OPP-001944,LEAD-004564,ACC-01490,REP-0019,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1038.93,2025-12-08,2026-04-29
OPP-001945,LEAD-004571,ACC-00213,REP-0032,SMB,Partner Referral,SOC2 Starter,Closed Won,1434.15,2026-04-10,2026-04-21
OPP-001946,LEAD-004575,ACC-00166,REP-0022,SMB,Content Download,SOC2 Starter,Closed Lost,1030.68,2026-01-02,2026-01-11
OPP-001947,LEAD-004578,ACC-01005,REP-0037,SMB,Organic Search,SOC2 Starter,Closed Won,1167.88,2025-10-02,2025-10-22
OPP-001948,LEAD-004580,ACC-00124,REP-0018,Enterprise,Paid Search,SOC2 + ISO 27001,Closed Won,3260.86,2024-11-22,2025-05-05
OPP-001949,LEAD-004589,ACC-01297,REP-0021,SMB,Organic Search,SOC2 Starter,Closed Lost,1279.97,2024-06-20,2024-06-29
OPP-001950,LEAD-004591,ACC-00566,REP-0023,SMB,Content Download,SOC2 Starter,Closed Lost,1392.66,2025-03-18,2025-04-09
OPP-001951,LEAD-004592,ACC-01412,REP-0028,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1258.52,2025-03-29,2025-06-17
OPP-001952,LEAD-004595,ACC-00762,REP-0029,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Lost,2534.95,2025-06-01,2025-06-27
OPP-001953,LEAD-004597,ACC-00135,REP-0037,SMB,,SOC2 Starter,Closed Lost,1374.1,2024-07-05,2024-07-30
OPP-001954,LEAD-004598,ACC-01240,REP-0006,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1379.56,2025-10-10,2025-11-23
OPP-001955,LEAD-004600,ACC-01541,REP-0032,SMB,Content Download,SOC2 Starter,Closed Won,1369.21,2025-04-08,2025-05-05
OPP-001956,LEAD-004606,ACC-01183,REP-0028,SMB,Partner Referral,SOC2 Starter,Closed Lost,1118.84,2025-04-14,2025-04-26
OPP-001957,LEAD-004611,ACC-01036,REP-0019,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1138.48,2026-02-03,2026-02-16
